customer_id,revenue,cumulative_revenue
CUST00299,831710.5,59094647.45
CUST00348,830899.8,59925547.25
CUST00948,829565.4,60755112.65
CUST00214,826330.1,61581442.75
CUST00503,825882.35,62407325.1
CUST00284,825086.9,63232412.0
CUST00280,824839.6,64057251.6
CUST00265,824322.2,64881573.8
CUST00434,820645.5,65702219.3
CUST00481,820597.15,66522816.45
CUST00370,819505.5,67342321.95
CUST00282,818502.2,68160824.15
CUST00699,816896.2,68977720.35
CUST00639,812773.45,69790493.8
CUST00702,812001.5,70602495.3
CUST00599,809845.2,71412340.5
CUST00826,808466.4,72220806.9
CUST00784,807019.15,73027826.05
CUST00611,806557.75,73834383.8
CUST00086,805236.8,74639620.6
CUST00106,804667.65,75444288.25
CUST00150,804540.5,76248828.75
CUST00119,802010.0,77050838.75
CUST00949,798895.3,77849734.05
CUST00173,797246.8,78646980.85
CUST00351,796144.6,79443125.45
CUST00980,794497.2,80237622.65
CUST00003,793201.2,81030823.85
CUST00024,792155.6,81822979.45
CUST00615,791796.4,82614775.85
CUST00929,790857.7,83405633.55
CUST00385,790282.2,84195915.75
CUST00977,789304.4,84985220.15
CUST00557,788751.4,85773971.55
CUST00384,788246.2,86562217.75
CUST00656,787702.2,87349919.95
CUST00647,787538.8,88137458.75
CUST00290,787376.4,88924835.15
CUST00877,786643.9,89711479.05
CUST00663,782931.35,90494410.4
CUST00451,779619.15,91274029.55
CUST00159,777352.8,92051382.35
CUST00069,775099.0,92826481.35
CUST00950,773378.8,93599860.15
CUST00546,773378.0,94373238.15
CUST00443,772615.2,95145853.35
CUST00395,772272.35,95918125.7
CUST00540,772214.4,96690340.1
CUST00424,769454.6,97459794.7
CUST00482,768542.6,98228337.3
CUST00435,763740.0,98992077.3
CUST00692,763098.0,99755175.3
CUST00520,761994.1,100517169.4
CUST00714,761984.6,101279154.0
CUST00489,761786.05,102040940.05
CUST00593,757253.4,102798193.45
CUST00334,756383.6,103554577.05
CUST00019,755473.6,104310050.65
CUST00393,752686.9,105062737.55
CUST00866,751552.85,105814290.4
CUST00943,751343.0,106565633.4
CUST00099,750628.4,107316261.8
CUST00954,748331.8,108064593.6
CUST00468,748074.2,108812667.8
CUST00445,746478.2,109559146.0
CUST00811,746149.0,110305295.0
CUST00470,745934.5,111051229.5
CUST00579,745150.7,111796380.2
CUST00892,744652.0,112541032.2
CUST00931,744065.8,113285098.0
CUST00749,743117.3,114028215.3
CUST00687,742860.0,114771075.3
CUST00970,742698.0,115513773.3
CUST00060,742308.0,116256081.3
CUST00375,741640.4,116997721.7
CUST00294,741538.9,117739260.6
CUST00825,741331.0,118480591.6
CUST00441,741245.95,119221837.55
CUST00544,740021.05,119961858.6
CUST00228,738388.4,120700247.0
CUST00795,738005.9,121438252.9
CUST00370,737133.95,122175386.85
CUST00094,736342.25,122911729.1
CUST00248,736001.4,123647730.5
CUST00807,734687.85,124382418.35
CUST00276,733344.9,125115763.25
CUST00870,733317.2,125849080.45
CUST00769,733315.55,126582396.0
CUST00375,732272.6,127314668.6
CUST00213,731936.25,128046604.85
CUST00094,731012.55,128777617.4
CUST00434,729694.0,129507311.4
CUST00668,729538.5,130236849.9
CUST00029,729375.4,130966225.3
CUST00660,728611.0,131694836.3
CUST00673,727770.0,132422606.3
CUST00802,727718.6,133150324.9
CUST00335,727121.7,133877446.6
CUST00404,726740.1,134604186.7
CUST00192,726698.6,135330885.3
CUST00911,726533.0,136057418.3
CUST00510,726390.3,136783808.6
CUST00432,725999.0,137509807.6
CUST00836,725750.4,138235558.0
CUST00319,725358.8,138960916.8
CUST00984,725253.6,139686170.4
CUST00500,725164.1,140411334.5
CUST00907,724041.15,141135375.65
CUST00426,723286.8,141858662.45
CUST00730,722201.0,142580863.45
CUST00935,719656.8,143300520.25
CUST00288,719190.1,144019710.35
CUST00300,717523.3,144737233.65
CUST00491,717478.4,145454712.05
CUST00055,717425.4,146172137.45
CUST00780,716859.0,146888996.45
CUST00008,716476.2,147605472.65
CUST00032,715206.6,148320679.25
CUST00452,711560.2,149032239.45
CUST00581,711316.4,149743555.85
CUST00322,709767.15,150453323.0
CUST00962,707901.8,151161224.8
CUST00461,707433.7,151868658.5
CUST00470,707208.4,152575866.9
CUST00785,706862.8,153282729.7
CUST00015,706634.15,153989363.85
CUST00922,706205.9,154695569.75
CUST00364,704614.2,155400183.95
CUST00157,704440.9,156104624.85
CUST00928,703792.45,156808417.3
CUST00627,703126.6,157511543.9
CUST00224,702999.0,158214542.9
CUST00779,702767.4,158917310.3
CUST00459,702734.4,159620044.7
CUST00110,702342.15,160322386.85
CUST00874,701445.4,161023832.25
CUST00651,701246.3,161725078.55
CUST00027,700837.2,162425915.75
CUST00717,700094.8,163126010.55
CUST00205,698861.4,163824871.95
CUST00513,698664.0,164523535.95
CUST00782,697582.4,165221118.35
CUST00379,695645.05,165916763.4
CUST00864,694963.35,166611726.75
CUST00351,694309.4,167306036.15
CUST00287,693043.55,167999079.7
CUST00145,692843.2,168691922.9
CUST00629,691895.25,169383818.15
CUST00377,689991.4,170073809.55
CUST00267,689948.8,170763758.35
CUST00047,688477.95,171452236.3
CUST00229,688342.3,172140578.6
CUST00919,687871.5,172828450.1
CUST00584,687455.4,173515905.5
CUST00938,687082.3,174202987.8
CUST00055,686109.0,174889096.8
CUST00734,684415.0,175573511.8
CUST00252,683909.8,176257421.6
CUST00682,683319.3,176940740.9
CUST00319,682243.7,177622984.6
CUST00955,679703.85,178302688.45
CUST00841,679296.6,178981985.05
CUST00217,679106.8,179661091.85
CUST00728,679015.2,180340107.05
CUST00487,677976.55,181018083.6
CUST00398,677469.9,181695553.5
CUST00205,677186.6,182372740.1
CUST00657,677008.4,183049748.5
CUST00365,676949.25,183726697.75
CUST00587,676822.9,184403520.65
CUST00497,676020.0,185079540.65
CUST00372,675253.1,185754793.75
CUST00674,674988.5,186429782.25
CUST00477,674667.6,187104449.85
CUST00459,674220.8,187778670.65
CUST00190,673631.5,188452302.15
CUST00750,673611.0,189125913.15
CUST00299,672562.2,189798475.35
CUST00699,671660.5,190470135.85
CUST00097,670589.1,191140724.95
CUST00650,670141.0,191810865.95
CUST00687,670071.1,192480937.05
CUST00485,669798.4,193150735.45
CUST00490,669313.85,193820049.3
CUST00450,668275.05,194488324.35
CUST00095,667722.7,195156047.05
CUST00713,666423.1,195822470.15
CUST00229,665754.8,196488224.95
CUST00005,665614.8,197153839.75
CUST00611,665569.0,197819408.75
CUST00090,664912.9,198484321.65
CUST00594,664226.8,199148548.45
CUST00015,664009.8,199812558.25
CUST00437,663949.1,200476507.35
CUST00419,663864.0,201140371.35
CUST00782,663013.4,201803384.75
CUST00706,662998.8,202466383.55
CUST00023,662323.2,203128706.75
CUST00768,662322.1,203791028.85
CUST00642,661763.7,204452792.55
CUST00729,661432.9,205114225.45
CUST00749,661416.4,205775641.85
CUST00013,661404.95,206437046.8
CUST00042,660639.6,207097686.4
CUST00311,660466.0,207758152.4
CUST00839,660451.9,208418604.3
CUST00865,660274.0,209078878.3
CUST00684,659773.8,209738652.1
CUST00181,659563.4,210398215.5
CUST00449,658461.9,211056677.4
CUST00975,658144.95,211714822.35
CUST00740,657828.2,212372650.55
CUST00741,657575.0,213030225.55
CUST00967,657457.55,213687683.1
CUST00425,657324.35,214345007.45
CUST00327,657232.0,215002239.45
CUST00906,657082.0,215659321.45
CUST00808,656765.2,216316086.65
CUST00938,656125.6,216972212.25
CUST00334,655367.2,217627579.45
CUST00091,655249.5,218282828.95
CUST00413,655116.95,218937945.9
CUST00824,654472.2,219592418.1
CUST00839,654407.6,220246825.7
CUST00348,653456.05,220900281.75
CUST00256,653219.6,221553501.35
CUST00835,652701.4,222206202.75
CUST00817,652135.4,222858338.15
CUST00964,651891.2,223510229.35
CUST00424,651266.1,224161495.45
CUST00148,651265.95,224812761.4
CUST00543,650423.4,225463184.8
CUST00540,650192.6,226113377.4
CUST00052,650006.35,226763383.75
CUST00219,649768.9,227413152.65
CUST00451,649548.6,228062701.25
CUST00933,649015.3,228711716.55
CUST00696,648998.15,229360714.7
CUST00232,648368.1,230009082.8
CUST00033,647424.45,230656507.25
CUST00273,647409.6,231303916.85
CUST00248,646429.2,231950346.05
CUST00137,646277.4,232596623.45
CUST00276,645919.8,233242543.25
CUST00978,645625.85,233888169.1
CUST00950,645470.85,234533639.95
CUST00436,645145.8,235178785.75
CUST00262,641530.4,235820316.15
CUST00119,641447.05,236461763.2
CUST00837,641311.95,237103075.15
CUST00841,641283.6,237744358.75
CUST00585,641165.2,238385523.95
CUST00485,640935.0,239026458.95
CUST00146,640165.1,239666624.05
CUST00091,639925.2,240306549.25
CUST00095,638645.8,240945195.05
CUST00389,638263.8,241583458.85
CUST00087,638201.8,242221660.65
CUST00360,637676.0,242859336.65
CUST00901,637143.0,243496479.65
CUST00620,636993.0,244133472.65
CUST00709,635417.0,244768889.65
CUST00466,635366.0,245404255.65
CUST00011,635050.0,246039305.65
CUST00825,633706.8,246673012.45
CUST00918,633554.7,247306567.15
CUST00003,633337.55,247939904.7
CUST00224,632923.9,248572828.6
CUST00547,632221.8,249205050.4
CUST00541,632066.7,249837117.1
CUST00904,631931.9,250469049.0
CUST00728,631478.15,251100527.15
CUST00652,631227.5,251731754.65
CUST00829,630466.0,252362220.65
CUST00095,628992.95,252991213.6
CUST00370,628645.65,253619859.25
CUST00921,628179.0,254248038.25
CUST00170,628109.2,254876147.45
CUST00854,627329.0,255503476.45
CUST00646,626917.2,256130393.65
CUST00855,626783.5,256757177.15
CUST00781,626153.3,257383330.45
CUST00101,626113.2,258009443.65
CUST00765,625569.6,258635013.25
CUST00657,624615.2,259259628.45
CUST00858,624120.2,259883748.65
CUST00842,623019.4,260506768.05
CUST00518,622880.4,261129648.45
CUST00223,621988.35,261751636.8
CUST00033,621898.65,262373535.45
CUST00176,621266.0,262994801.45
CUST00261,620622.8,263615424.25
CUST00202,620617.2,264236041.45
CUST00178,620612.95,264856654.4
CUST00658,620487.9,265477142.3
CUST00742,620285.2,266097427.5
CUST00138,619100.7,266716528.2
CUST00038,618776.8,267335305.0
CUST00579,617656.6,267952961.6
CUST00830,617163.0,268570124.6
CUST00269,616232.2,269186356.8
CUST00946,616106.2,269802463.0
CUST00375,615854.3,270418317.3
CUST00865,615512.1,271033829.4
CUST00861,615033.2,271648862.6
CUST00377,614433.2,272263295.8
CUST00375,614085.0,272877380.8
CUST00806,613402.8,273490783.6
CUST00891,613364.8,274104148.4
CUST00933,612401.3,274716549.7
CUST00664,612165.5,275328715.2
CUST00571,611532.2,275940247.4
CUST00900,611234.9,276551482.3
CUST00833,610968.55,277162450.85
CUST00643,610833.2,277773284.05
CUST00469,610797.0,278384081.05
CUST00228,609800.8,278993881.85
CUST00987,609738.0,279603619.85
CUST00974,609716.4,280213336.25
CUST00035,609521.4,280822857.65
CUST00076,609099.65,281431957.3
CUST00186,608281.7,282040239.0
CUST00818,608137.4,282648376.4
CUST00605,607869.6,283256246.0
CUST00949,607580.45,283863826.45
CUST00936,607426.35,284471252.8
CUST00817,606745.5,285077998.3
CUST00807,606596.0,285684594.3
CUST00699,606473.1,286291067.4
CUST00406,605886.1,286896953.5
CUST00498,605774.75,287502728.25
CUST00784,605669.45,288108397.7
CUST00560,605516.1,288713913.8
CUST00627,605309.4,289319223.2
CUST00526,605211.1,289924434.3
CUST00707,604371.15,290528805.45
CUST00169,603851.85,291132657.3
CUST00149,603813.9,291736471.2
CUST00419,603671.6,292340142.8
CUST00362,603404.8,292943547.6
CUST00009,603188.2,293546735.8
CUST00163,603168.0,294149903.8
CUST00528,603150.0,294753053.8
CUST00721,603069.2,295356123.0
CUST00952,602636.4,295958759.4
CUST00205,602573.6,296561333.0
CUST00325,602539.65,297163872.65
CUST00793,602475.0,297766347.65
CUST00956,602451.6,298368799.25
CUST00577,602077.5,298970876.75
CUST00308,601909.2,299572785.95
CUST00620,601523.75,300174309.7
CUST00918,601418.1,300775727.8
CUST00455,600306.8,301376034.6
CUST00767,600137.65,301976172.25
CUST00676,599909.4,302576081.65
CUST00840,599229.3,303175310.95
CUST00795,598890.4,303774201.35
CUST00929,598540.6,304372741.95
CUST00371,597927.0,304970668.95
CUST00333,597844.3,305568513.25
CUST00623,597565.15,306166078.4
CUST00038,597304.2,306763382.6
CUST00654,596900.8,307360283.4
CUST00571,596342.35,307956625.75
CUST00397,596054.9,308552680.65
CUST00436,595796.2,309148476.85
CUST00052,595705.25,309744182.1
CUST00644,595624.0,310339806.1
CUST00662,595062.75,310934868.85
CUST00123,594974.2,311529843.05
CUST00999,594939.9,312124782.95
CUST00777,594615.2,312719398.15
CUST00671,593947.45,313313345.6
CUST00985,593900.3,313907245.9
CUST00284,593675.1,314500921.0
CUST00802,593311.2,315094232.2
CUST00729,592718.2,315686950.4
CUST00495,591787.7,316278738.1
CUST00184,591070.7,316869808.8
CUST00789,590875.7,317460684.5
CUST00427,590685.0,318051369.5
CUST00495,590495.6,318641865.1
CUST00977,589807.6,319231672.7
CUST00052,589744.3,319821417.0
CUST00515,589229.3,320410646.3
CUST00811,589220.2,320999866.5
CUST00601,588959.45,321588825.95
CUST00686,588775.2,322177601.15
CUST00320,588698.0,322766299.15
CUST00496,587500.6,323353799.75
CUST00834,587487.6,323941287.35
CUST00569,587003.9,324528291.25
CUST00679,586483.0,325114774.25
CUST00855,585503.2,325700277.45
CUST00444,585460.3,326285737.75
CUST00746,585130.75,326870868.5
CUST00926,584957.6,327455826.1
CUST00990,584928.0,328040754.1
CUST00074,584894.6,328625648.7
CUST00240,584377.4,329210026.1
CUST00645,583843.05,329793869.15
CUST00385,583584.5,330377453.65
CUST00193,583234.8,330960688.45
CUST00519,582231.2,331542919.65
CUST00044,582155.5,332125075.15
CUST00351,581676.6,332706751.75
CUST00562,581236.85,333287988.6
CUST00394,580573.65,333868562.25
CUST00733,580514.6,334449076.85
CUST00162,579902.8,335028979.65
CUST00040,579831.8,335608811.45
CUST00884,579453.8,336188265.25
CUST00728,579221.4,336767486.65
CUST00877,579100.25,337346586.9
CUST00533,579087.05,337925673.95
CUST00144,579064.2,338504738.15
CUST00846,579034.6,339083772.75
CUST00379,578493.45,339662266.2
CUST00714,577976.8,340240243.0
CUST00206,577693.2,340817936.2
CUST00532,577444.6,341395380.8
CUST00951,576726.3,341972107.1
CUST00883,576471.2,342548578.3
CUST00106,576066.6,343124644.9
CUST00970,575880.45,343700525.35
CUST00762,575394.8,344275920.15
CUST00195,574938.7,344850858.85
CUST00211,574787.7,345425646.55
CUST00568,573740.65,345999387.2
CUST00768,573416.0,346572803.2
CUST00814,573112.35,347145915.55
CUST00100,573033.35,347718948.9
CUST00511,572984.1,348291933.0
CUST00982,572674.3,348864607.3
CUST00388,572623.0,349437230.3
CUST00535,572523.8,350009754.1
CUST00179,571788.55,350581542.65
CUST00865,571737.1,351153279.75
CUST00018,571069.8,351724349.55
CUST00354,569600.65,352293950.2
CUST00549,569278.25,352863228.45
CUST00886,569185.0,353432413.45
CUST00807,569005.65,354001419.1
CUST00657,568927.6,354570346.7
CUST00412,568513.4,355138860.1
CUST00592,567491.6,355706351.7
CUST00729,566902.7,356273254.4
CUST00466,566701.8,356839956.2
CUST00573,566693.0,357406649.2
CUST00633,566662.5,357973311.7
CUST00745,566179.7,358539491.4
CUST00310,565843.1,359105334.5
CUST00069,565714.4,359671048.9
CUST00393,565677.6,360236726.5
CUST00492,565423.0,360802149.5
CUST00337,564977.6,361367127.1
CUST00783,564626.95,361931754.05
CUST00950,564325.2,362496079.25
CUST00779,564012.0,363060091.25
CUST00865,563964.1,363624055.35
CUST00282,563284.0,364187339.35
CUST00076,562641.0,364749980.35
CUST00579,562577.35,365312557.7
CUST00994,562518.6,365875076.3
CUST00898,562138.4,366437214.7
CUST00801,562044.7,366999259.4
CUST00447,561736.9,367560996.3
CUST00207,560850.5,368121846.8
CUST00850,560636.6,368682483.4
CUST00761,560576.0,369243059.4
CUST00929,559593.1,369802652.5
CUST00984,559499.6,370362152.1
CUST00381,559142.2,370921294.3
CUST00403,558411.05,371479705.35
CUST00981,558124.5,372037829.85
CUST00754,558016.3,372595846.15
CUST00179,557653.1,373153499.25
CUST00109,557414.6,373710913.85
CUST00207,557374.4,374268288.25
CUST00221,557074.8,374825363.05
CUST00642,557001.2,375382364.25
CUST00535,556889.95,375939254.2
CUST00718,556834.1,376496088.3
CUST00866,556572.0,377052660.3
CUST00724,556540.7,377609201.0
CUST00741,555997.4,378165198.4
CUST00343,555778.4,378720976.8
CUST00990,554877.8,379275854.6
CUST00366,554590.0,379830444.6
CUST00499,553955.3,380384399.9
CUST00449,553716.65,380938116.55
CUST00738,553205.1,381491321.65
CUST00459,553018.85,382044340.5
CUST00916,552819.05,382597159.55
CUST00224,552789.6,383149949.15
CUST00343,552299.2,383702248.35
CUST00307,552168.2,384254416.55
CUST00664,551972.6,384806389.15
CUST00093,551964.5,385358353.65
CUST00530,551201.2,385909554.85
CUST00279,551162.4,386460717.25
CUST00138,551119.2,387011836.45
CUST00610,551020.55,387562857.0
CUST00969,550786.1,388113643.1
CUST00455,550632.6,388664275.7
CUST00879,550330.2,389214605.9
CUST00970,549933.4,389764539.3
CUST00680,549118.3,390313657.6
CUST00924,548944.7,390862602.3
CUST00549,548389.9,391410992.2
CUST00071,548125.6,391959117.8
CUST00230,547876.0,392506993.8
CUST00510,547848.55,393054842.35
CUST00456,547595.0,393602437.35
CUST00073,547342.0,394149779.35
CUST00698,547240.1,394697019.45
CUST00357,546933.6,395243953.05
CUST00313,546876.8,395790829.85
CUST00496,546667.6,396337497.45
CUST00370,546445.6,396883943.05
CUST00934,546442.75,397430385.8
CUST00128,546347.9,397976733.7
CUST00702,546089.9,398522823.6
CUST00740,545842.1,399068665.7
CUST00010,545727.2,399614392.9
CUST00900,545581.05,400159973.95
CUST00367,545564.85,400705538.8
CUST00558,545382.0,401250920.8
CUST00248,544772.0,401795692.8
CUST00045,544740.0,402340432.8
CUST00976,544669.2,402885102.0
CUST00818,544087.2,403429189.2
CUST00595,543883.4,403973072.6
CUST00518,543810.9,404516883.5
CUST00048,543667.75,405060551.25
CUST00902,543626.7,405604177.95
CUST00179,543448.85,406147626.8
CUST00899,543410.0,406691036.8
CUST00886,543269.7,407234306.5
CUST00749,543265.35,407777571.85
CUST00861,543119.3,408320691.15
CUST00310,543117.0,408863808.15
CUST00678,542996.9,409406805.05
CUST00814,542168.9,409948973.95
CUST00543,541954.1,410490928.05
CUST00218,541943.7,411032871.75
CUST00717,541481.0,411574352.75
CUST00670,541456.3,412115809.05
CUST00493,541448.6,412657257.65
CUST00810,541102.1,413198359.75
CUST00837,541020.4,413739380.15
CUST00213,540271.0,414279651.15
CUST00179,540081.4,414819732.55
CUST00358,539985.2,415359717.75
CUST00656,539969.4,415899687.15
CUST00072,539895.9,416439583.05
CUST00605,539743.6,416979326.65
CUST00616,539620.2,417518946.85
CUST00875,539436.0,418058382.85
CUST00583,539423.5,418597806.35
CUST00464,539307.0,419137113.35
CUST00655,539141.6,419676254.95
CUST00505,539075.2,420215330.15
CUST00756,539010.0,420754340.15
CUST00040,538381.4,421292721.55
CUST00502,538350.2,421831071.75
CUST00120,538260.4,422369332.15
CUST00148,538157.1,422907489.25
CUST00033,537812.1,423445301.35
CUST00146,537735.4,423983036.75
CUST00880,537627.9,424520664.65
CUST00047,537615.35,425058280.0
CUST00290,537512.1,425595792.1
CUST00569,537028.2,426132820.3
CUST00015,537013.8,426669834.1
CUST00092,536962.9,427206797.0
CUST00343,536504.0,427743301.0
CUST00018,536405.6,428279706.6
CUST00381,536389.5,428816096.1
CUST00397,536243.3,429352339.4
CUST00832,535785.4,429888124.8
CUST00327,534020.8,430422145.6
CUST00918,533965.4,430956111.0
CUST00850,533863.2,431489974.2
CUST00311,533169.25,432023143.45
CUST00661,532937.1,432556080.55
CUST00163,532775.35,433088855.9
CUST00826,532395.45,433621251.35
CUST00385,532368.1,434153619.45
CUST00413,531469.85,434685089.3
CUST00854,531368.4,435216457.7
CUST00847,531200.1,435747657.8
CUST00115,531108.6,436278766.4
CUST00589,531051.0,436809817.4
CUST00717,530639.0,437340456.4
CUST00438,530170.8,437870627.2
CUST00174,530071.85,438400699.05
CUST00226,529645.2,438930344.25
CUST00651,529557.9,439459902.15
CUST00022,529257.7,439989159.85
CUST00182,529080.4,440518240.25
CUST00543,528672.35,441046912.6
CUST00896,528538.9,441575451.5
CUST00073,528408.55,442103860.05
CUST00407,528405.2,442632265.25
CUST00977,527826.0,443160091.25
CUST00697,527744.3,443687835.55
CUST00565,527632.5,444215468.05
CUST00288,527592.8,444743060.85
CUST00482,527141.2,445270202.05
CUST00483,526690.0,445796892.05
CUST00044,526591.2,446323483.25
CUST00625,525960.2,446849443.45
CUST00044,525945.6,447375389.05
CUST00696,525457.6,447900846.65
CUST00812,525446.0,448426292.65
CUST00627,525235.4,448951528.05
CUST00602,524940.3,449476468.35
CUST00459,524876.4,450001344.75
CUST00079,524839.0,450526183.75
CUST00526,524108.2,451050291.95
CUST00448,523153.6,451573445.55
CUST00382,523116.65,452096562.2
CUST00385,523075.2,452619637.4
CUST00682,522990.0,453142627.4
CUST00708,522978.5,453665605.9
CUST00215,522729.8,454188335.7
CUST00192,522320.8,454710656.5
CUST00400,522216.5,455232873.0
CUST00625,522186.8,455755059.8
CUST00653,522059.7,456277119.5
CUST00346,521747.9,456798867.4
CUST00864,521497.4,457320364.8
CUST00828,520803.7,457841168.5
CUST00669,520749.9,458361918.4
CUST00283,520654.6,458882573.0
CUST00833,520593.15,459403166.15
CUST00078,520223.65,459923389.8
CUST00608,519881.75,460443271.55
CUST00470,519701.0,460962972.55
CUST00924,519681.8,461482654.35
CUST00764,519469.6,462002123.95
CUST00799,519407.75,462521531.7
CUST00358,519378.8,463040910.5
CUST00640,519296.6,463560207.1
CUST00953,518755.0,464078962.1
CUST00377,518464.9,464597427.0
CUST00299,518187.6,465115614.6
CUST00592,517946.35,465633560.95
CUST00476,517799.7,466151360.65
CUST00494,517679.8,466669040.45
CUST00612,517609.1,467186649.55
CUST00537,517404.1,467704053.65
CUST00138,517239.1,468221292.75
CUST00714,517169.0,468738461.75
CUST00112,517016.4,469255478.15
CUST00875,516814.4,469772292.55
CUST00314,516091.6,470288384.15
CUST00076,514891.75,470803275.9
CUST00437,514888.15,471318164.05
CUST00662,514652.1,471832816.15
CUST00747,514347.8,472347163.95
CUST00507,513976.3,472861140.25
CUST00949,512924.0,473374064.25
CUST00262,512732.2,473886796.45
CUST00825,512630.7,474399427.15
CUST00588,512545.2,474911972.35
CUST00243,512543.8,475424516.15
CUST00957,512311.3,475936827.45
CUST00662,512288.4,476449115.85
CUST00384,512203.05,476961318.9
CUST00500,512139.55,477473458.45
CUST00511,511992.0,477985450.45
CUST00402,511759.35,478497209.8
CUST00461,511354.85,479008564.65
CUST00507,511340.6,479519905.25
CUST00854,511169.2,480031074.45
CUST00071,511127.2,480542201.65
CUST00228,510951.7,481053153.35
CUST00806,510751.5,481563904.85
CUST00406,510305.55,482074210.4
CUST00703,510279.3,482584489.7
CUST00601,510268.0,483094757.7
CUST00043,510165.4,483604923.1
CUST00174,510134.2,484115057.3
CUST00713,510062.0,484625119.3
CUST00041,509835.1,485134954.4
CUST00958,509827.45,485644781.85
CUST00665,509468.75,486154250.6
CUST00171,509390.0,486663640.6
CUST00814,509160.0,487172800.6
CUST00065,508794.8,487681595.4
CUST00281,508507.65,488190103.05
CUST00852,508374.3,488698477.35
CUST00116,508341.15,489206818.5
CUST00253,508255.3,489715073.8
CUST00447,508176.4,490223250.2
CUST00545,507942.9,490731193.1
CUST00746,507721.2,491238914.3
CUST00795,507591.0,491746505.3
CUST00602,507496.4,492254001.7
CUST00746,507369.25,492761370.95
CUST00280,507182.2,493268553.15
CUST00387,507101.2,493775654.35
CUST00283,506860.8,494282515.15
CUST00003,506595.2,494789110.35
CUST00750,506482.2,495295592.55
CUST00804,506342.3,495801934.85
CUST00020,506083.65,496308018.5
CUST00939,505736.0,496813754.5
CUST00672,504942.2,497318696.7
CUST00494,504650.2,497823346.9
CUST00945,504532.4,498327879.3
CUST00390,504513.6,498832392.9
CUST00321,503234.9,499335627.8
CUST00964,503083.8,499838711.6
CUST00829,502792.15,500341503.75
CUST00903,502556.95,500844060.7
CUST00844,502448.0,501346508.7
CUST00123,502390.45,501848899.15
CUST00705,501944.8,502350843.95
CUST00088,501737.05,502852581.0
CUST00268,501700.8,503354281.8
CUST00930,501602.9,503855884.7
CUST00566,501525.8,504357410.5
CUST00366,501439.4,504858849.9
CUST00038,501299.9,505360149.8
CUST00879,500942.4,505861092.2
CUST00221,500901.45,506361993.65
CUST00907,500574.45,506862568.1
CUST00105,500409.6,507362977.7
CUST00129,500205.3,507863183.0
CUST00160,500043.2,508363226.2
CUST00384,499875.25,508863101.45
CUST00517,499776.7,509362878.15
CUST00822,499766.5,509862644.65
CUST00850,499629.05,510362273.7
CUST00504,498973.4,510861247.1
CUST00954,498964.2,511360211.3
CUST00930,498570.25,511858781.55
CUST00911,498284.9,512357066.45
CUST00680,498209.3,512855275.75
CUST00846,497743.6,513353019.35
CUST00059,497644.0,513850663.35
CUST00975,496374.8,514347038.15
CUST00553,496162.5,514843200.65
CUST00458,495829.2,515339029.85
CUST00350,494962.8,515833992.65
CUST00719,494077.4,516328070.05
CUST00733,494076.55,516822146.6
CUST00731,493788.05,517315934.65
CUST00950,493610.8,517809545.45
CUST00898,493337.35,518302882.8
CUST00170,493336.25,518796219.05
CUST00636,493156.5,519289375.55
