customer_id,month,revenue
CUST00411,2024-09,355711.45
CUST00400,2024-09,348120.7
CUST00129,2024-09,346787.1
CUST00358,2024-09,345555.0
CUST00410,2024-09,341411.6
CUST00173,2024-09,333173.85
CUST00673,2024-09,332106.85
CUST00413,2024-09,330032.55
CUST00424,2024-09,320636.75
CUST00116,2024-09,320247.5
CUST00153,2024-09,320220.75
CUST00864,2024-09,316122.6
CUST00027,2024-09,312113.4
CUST00384,2024-09,311212.7
CUST00862,2024-09,305879.4
CUST00776,2024-09,305196.5
CUST00809,2024-09,300928.3
CUST00922,2024-09,299375.0
CUST00649,2024-09,296572.0
CUST00645,2024-09,293385.5
CUST00032,2024-09,282705.6
CUST00768,2024-09,277972.95
CUST00675,2024-09,270266.7
CUST00601,2024-09,262561.0
CUST00460,2024-09,260553.0
CUST00376,2024-09,256424.6
CUST00342,2024-09,248878.3
CUST00366,2024-09,246062.85
CUST00547,2024-09,237877.8
CUST00590,2024-09,234735.3
CUST00735,2024-09,234473.45
CUST00094,2024-09,234054.0
CUST00929,2024-09,228898.4
CUST00469,2024-09,223532.0
CUST00138,2024-09,221338.35
CUST00201,2024-09,219479.95
CUST00179,2024-09,218106.0
CUST00359,2024-09,217274.05
CUST00863,2024-09,215573.7
CUST00240,2024-09,206109.0
CUST00067,2024-09,204503.0
CUST00881,2024-09,203368.2
CUST00798,2024-09,200031.5
CUST00121,2024-09,199693.4
CUST00072,2024-09,195422.6
CUST00046,2024-09,191527.4
CUST00270,2024-09,190691.4
CUST00562,2024-09,187338.7
CUST00313,2024-09,185602.3
CUST00082,2024-09,182651.6
CUST00239,2024-09,180000.85
CUST00146,2024-09,179999.45
CUST00177,2024-09,171260.1
CUST00896,2024-09,169223.0
CUST00907,2024-09,166068.45
CUST00351,2024-09,165933.0
CUST00476,2024-09,159904.0
CUST00266,2024-09,147040.0
CUST00267,2024-09,144736.3
CUST00253,2024-09,143334.95
CUST00650,2024-09,140265.1
CUST00923,2024-09,134726.4
CUST00297,2024-09,133944.6
CUST00778,2024-09,131890.0
CUST00628,2024-09,129499.2
CUST00904,2024-09,126952.05
CUST00958,2024-09,125998.0
CUST00437,2024-09,118430.8
CUST00219,2024-09,115520.0
CUST00961,2024-09,108766.0
CUST00286,2024-09,108445.4
CUST00790,2024-09,108109.3
CUST00663,2024-09,103991.0
CUST00356,2024-09,103736.7
CUST00225,2024-09,93281.4
CUST00660,2024-09,92366.6
CUST00375,2024-09,90570.6
CUST00404,2024-09,89806.2
CUST00334,2024-09,88119.15
CUST00853,2024-09,82565.25
CUST00490,2024-09,81460.6
CUST00337,2024-09,79261.0
CUST00552,2024-09,76984.5
CUST00050,2024-09,72876.0
CUST00886,2024-09,71624.3
CUST00721,2024-09,70170.4
CUST00558,2024-09,64461.6
CUST00152,2024-09,63228.0
CUST00716,2024-09,62910.0
CUST00188,2024-09,59214.5
CUST00175,2024-09,54432.0
CUST00447,2024-09,50481.0
CUST00307,2024-09,48239.9
CUST00842,2024-09,46236.0
CUST00010,2024-09,41992.25
CUST00328,2024-09,36760.0
CUST00417,2024-09,30332.0
CUST00373,2024-09,29867.65
CUST00906,2024-09,28341.0
CUST00546,2024-09,27416.0
CUST00643,2024-09,25798.0
CUST00522,2024-09,24841.95
CUST00947,2024-09,21976.0
CUST00224,2024-09,20776.5
CUST00492,2024-09,19308.0
CUST00962,2024-09,18076.6
CUST00655,2024-09,11248.0
CUST00438,2024-09,8216.0
CUST00311,2024-09,7310.25
CUST00882,2024-09,6165.0
CUST00940,2024-09,5491.0
CUST00838,2024-09,4807.0
CUST00052,2024-09,3225.75
CUST00382,2024-09,1748.7
CUST00330,2024-09,1206.0
CUST00967,2024-09,934.8
CUST00811,2024-10,970423.6
CUST00355,2024-10,967233.9500000001
CUST00078,2024-10,917226.6
CUST00337,2024-10,890916.6
CUST00179,2024-10,888600.4500000001
CUST00403,2024-10,821152.55
CUST00443,2024-10,772615.2
CUST00714,2024-10,761984.6
CUST00219,2024-10,761824.4
CUST00094,2024-10,731012.55
CUST00750,2024-10,725807.7
CUST00984,2024-10,725253.6
CUST00032,2024-10,715206.6
CUST00922,2024-10,706205.9
CUST00351,2024-10,694309.4
CUST00145,2024-10,692843.2
CUST00805,2024-10,678111.95
CUST00139,2024-10,671627.85
CUST00232,2024-10,648368.1
CUST00014,2024-10,647876.1
CUST00035,2024-10,609521.4
CUST00807,2024-10,606596.0
CUST00299,2024-10,604825.1
CUST00721,2024-10,603069.2
CUST00233,2024-10,600000.0
CUST00100,2024-10,573033.35
CUST00696,2024-10,572033.6
CUST00109,2024-10,557414.6
CUST00866,2024-10,556572.0
CUST00558,2024-10,545382.0
CUST00616,2024-10,539620.2
CUST00044,2024-10,525945.6
CUST00382,2024-10,523116.65
CUST00682,2024-10,522990.0
CUST00612,2024-10,517609.1
CUST00804,2024-10,506342.3
CUST00350,2024-10,494962.8
CUST00950,2024-10,493610.8
CUST00773,2024-10,492164.0
CUST00651,2024-10,492102.05
CUST00976,2024-10,487107.75
CUST00235,2024-10,486801.65
CUST00973,2024-10,484701.8
CUST00387,2024-10,481088.8
CUST00450,2024-10,464436.4
CUST00842,2024-10,458113.6
CUST00217,2024-10,455504.6
CUST00664,2024-10,454571.2
CUST00054,2024-10,448412.9
CUST00318,2024-10,432909.4
CUST00490,2024-10,427685.65
CUST00542,2024-10,426831.6
CUST00794,2024-10,414499.0
CUST00027,2024-10,411129.9
CUST00836,2024-10,410677.95
CUST00708,2024-10,410422.3
CUST00435,2024-10,405915.3
CUST00357,2024-10,394500.6
CUST00985,2024-10,392753.3
CUST00946,2024-10,391901.0
CUST00622,2024-10,391405.7
CUST00321,2024-10,390820.5
CUST00604,2024-10,382832.15
CUST00239,2024-10,371735.1
CUST00551,2024-10,365579.3
CUST00159,2024-10,364987.4
CUST00736,2024-10,364985.75
CUST00292,2024-10,364305.9
CUST00295,2024-10,357504.8
CUST00599,2024-10,355296.3
CUST00081,2024-10,350788.6
CUST00335,2024-10,348064.0
CUST00796,2024-10,340317.75
CUST00883,2024-10,339161.9
CUST00943,2024-10,337080.0
CUST00832,2024-10,328805.0
CUST00243,2024-10,323952.65
CUST00531,2024-10,316492.0
CUST00140,2024-10,316359.0
CUST00621,2024-10,316291.2
CUST00343,2024-10,315266.8
CUST00953,2024-10,308630.2
CUST00276,2024-10,306495.0
CUST00990,2024-10,301356.0
CUST00897,2024-10,297735.7
CUST00388,2024-10,295387.1
CUST00742,2024-10,291245.9
CUST00031,2024-10,286670.0
CUST00125,2024-10,285497.5
CUST00846,2024-10,285098.45
CUST00989,2024-10,283214.5
CUST00753,2024-10,278574.25
CUST00255,2024-10,277325.2
CUST00919,2024-10,275245.2
CUST00863,2024-10,274779.0
CUST00993,2024-10,265914.1
CUST00265,2024-10,265572.9
CUST00280,2024-10,264906.0
CUST00324,2024-10,263446.85
CUST00585,2024-10,256150.0
CUST00519,2024-10,252384.0
CUST00420,2024-10,249076.0
CUST00175,2024-10,246201.40000000002
CUST00668,2024-10,242750.65
CUST00401,2024-10,241512.0
CUST00911,2024-10,238076.7
CUST00776,2024-10,236359.8
CUST00060,2024-10,235043.2
CUST00493,2024-10,230930.5
CUST00055,2024-10,229262.05
CUST00246,2024-10,227599.95
CUST00898,2024-10,227446.0
CUST00809,2024-10,224701.6
CUST00304,2024-10,223934.8
CUST00108,2024-10,221032.2
CUST00449,2024-10,220531.4
CUST00290,2024-10,219555.0
CUST00077,2024-10,218366.95
CUST00051,2024-10,218057.0
CUST00893,2024-10,212193.0
CUST00329,2024-10,206975.8
CUST00416,2024-10,204473.0
CUST00681,2024-10,201007.35
CUST00481,2024-10,199970.1
CUST00561,2024-10,198906.3
CUST00918,2024-10,192921.25
CUST00483,2024-10,185866.2
CUST00352,2024-10,184368.0
CUST00322,2024-10,181046.6
CUST00311,2024-10,170063.0
CUST00874,2024-10,167086.9
CUST00841,2024-10,164800.3
CUST00348,2024-10,164067.35
CUST00373,2024-10,160762.8
CUST00157,2024-10,160444.0
CUST00572,2024-10,160383.2
CUST00837,2024-10,160221.6
CUST00806,2024-10,157638.0
CUST00502,2024-10,155858.4
CUST00201,2024-10,155173.8
CUST00188,2024-10,150718.8
CUST00025,2024-10,150311.6
CUST00769,2024-10,149435.0
CUST00491,2024-10,149069.6
CUST00590,2024-10,145200.9
CUST00278,2024-10,145063.6
CUST00820,2024-10,138376.0
CUST00172,2024-10,132722.3
CUST00372,2024-10,131040.15
CUST00554,2024-10,130863.6
CUST00684,2024-10,124200.0
CUST00334,2024-10,119659.2
CUST00271,2024-10,118058.05
CUST00869,2024-10,113547.2
CUST00692,2024-10,111803.35
CUST00107,2024-10,111174.7
CUST00263,2024-10,108716.0
CUST00614,2024-10,104630.2
CUST00474,2024-10,103848.3
CUST00644,2024-10,102783.6
CUST00076,2024-10,100297.2
CUST00308,2024-10,98286.4
CUST00512,2024-10,96748.0
CUST00431,2024-10,94610.5
CUST00341,2024-10,92157.0
CUST00084,2024-10,91836.0
CUST00346,2024-10,89607.0
CUST00754,2024-10,89579.7
CUST00274,2024-10,83099.4
CUST00492,2024-10,77896.25
CUST00048,2024-10,76627.05
CUST00971,2024-10,75601.0
CUST00028,2024-10,75323.0
CUST00661,2024-10,74432.5
CUST00578,2024-10,69903.8
CUST00560,2024-10,66058.0
CUST00717,2024-10,65465.3
CUST00221,2024-10,62155.1
CUST00129,2024-10,61419.6
CUST00356,2024-10,57239.8
CUST00964,2024-10,55270.4
CUST00623,2024-10,51354.0
CUST00840,2024-10,49661.4
CUST00845,2024-10,49310.3
CUST00535,2024-10,44284.0
CUST00956,2024-10,43060.35
CUST00010,2024-10,35041.95
CUST00034,2024-10,34462.8
CUST00966,2024-10,30818.15
CUST00150,2024-10,30684.15
CUST00609,2024-10,30544.0
CUST00959,2024-10,28194.0
CUST00527,2024-10,26944.2
CUST00862,2024-10,25746.0
CUST00744,2024-10,24774.7
CUST00716,2024-10,24429.6
CUST00908,2024-10,22033.0
CUST00653,2024-10,11578.0
CUST00282,2024-10,8252.0
CUST00826,2024-10,6834.0
CUST00068,2024-10,4681.6
CUST00212,2024-10,3919.7
CUST00196,2024-10,2646.0
CUST00690,2024-11,1343050.1
CUST00435,2024-11,1221225.3
CUST00076,2024-11,1214348.95
CUST00424,2024-11,1049276.15
CUST00044,2024-11,1013194.75
CUST00015,2024-11,1009419.8
CUST00394,2024-11,984676.45
CUST00836,2024-11,949761.7
CUST00867,2024-11,909704.0
CUST00463,2024-11,909384.45
CUST00018,2024-11,853468.2
CUST00004,2024-11,837549.8
CUST00265,2024-11,824322.2
CUST00176,2024-11,804645.15
CUST00290,2024-11,787376.4
CUST00623,2024-11,749794.45
CUST00870,2024-11,733317.2
CUST00830,2024-11,732182.6
CUST00029,2024-11,729375.4
CUST00375,2024-11,728367.7
CUST00653,2024-11,728173.3
CUST00962,2024-11,707901.8
CUST00461,2024-11,707433.7
CUST00047,2024-11,688477.95
CUST00299,2024-11,672562.2
CUST00013,2024-11,661404.95
CUST00311,2024-11,660466.0
CUST00425,2024-11,657324.35
CUST00091,2024-11,655249.5
CUST00540,2024-11,650192.6
CUST00451,2024-11,649548.6
CUST00011,2024-11,635050.0
CUST00541,2024-11,632066.7
CUST00149,2024-11,603813.9
CUST00945,2024-11,595556.15
CUST00123,2024-11,594974.2
CUST00379,2024-11,592572.05
CUST00182,2024-11,570582.4
CUST00179,2024-11,557653.1
CUST00899,2024-11,543410.0
CUST00697,2024-11,527744.3
CUST00864,2024-11,521497.4
CUST00924,2024-11,519681.8
CUST00939,2024-11,505736.0
CUST00268,2024-11,501700.8
CUST00884,2024-11,497289.1
CUST00314,2024-11,496653.75
CUST00633,2024-11,492113.5
CUST00687,2024-11,488115.6
CUST00075,2024-11,487359.5
CUST00210,2024-11,471452.1
CUST00964,2024-11,462795.8
CUST00170,2024-11,456001.4
CUST00957,2024-11,455702.6
CUST00793,2024-11,449512.8
CUST00498,2024-11,443386.7
CUST00058,2024-11,438038.4
CUST00680,2024-11,430317.89999999997
CUST00856,2024-11,425751.3
CUST00111,2024-11,423309.6
CUST00162,2024-11,423142.0
CUST00217,2024-11,417099.55
CUST00619,2024-11,414537.6
CUST00783,2024-11,404397.7
CUST00277,2024-11,404036.85
CUST00189,2024-11,403943.5
CUST00703,2024-11,398306.55
CUST00500,2024-11,394316.55
CUST00918,2024-11,393085.8
CUST00471,2024-11,389904.85
CUST00222,2024-11,384670.2
CUST00107,2024-11,380018.6
CUST00052,2024-11,379673.6
CUST00400,2024-11,372768.35
CUST00706,2024-11,372448.5
CUST00342,2024-11,367337.6
CUST00715,2024-11,366884.0
CUST00978,2024-11,364855.6
CUST00529,2024-11,361284.0
CUST00166,2024-11,358654.4
CUST00273,2024-11,353334.2
CUST00007,2024-11,353133.9
CUST00720,2024-11,351526.2
CUST00775,2024-11,339814.8
CUST00399,2024-11,335260.8
CUST00474,2024-11,334105.2
CUST00716,2024-11,331863.1
CUST00374,2024-11,330287.2
CUST00462,2024-11,327635.45
CUST00828,2024-11,327234.9
CUST00079,2024-11,324144.4
CUST00479,2024-11,322862.4
CUST00250,2024-11,322757.8
CUST00336,2024-11,320801.0
CUST00976,2024-11,318345.6
CUST00381,2024-11,307982.25
CUST00092,2024-11,307564.35
CUST00365,2024-11,306824.4
CUST00306,2024-11,305290.4
CUST00339,2024-11,297236.0
CUST00244,2024-11,295919.9
CUST00499,2024-11,293918.7
CUST00871,2024-11,292744.6
CUST00484,2024-11,274062.0
CUST00481,2024-11,273051.3
CUST00640,2024-11,272302.6
CUST00764,2024-11,271959.7
CUST00840,2024-11,270712.8
CUST00349,2024-11,269826.0
CUST00247,2024-11,269504.0
CUST00301,2024-11,269379.3
CUST00062,2024-11,261671.7
CUST00433,2024-11,261645.0
CUST00094,2024-11,261496.9
CUST00781,2024-11,255440.8
CUST00719,2024-11,255071.45
