order_item_id,order_id,product_id,quantity,unit_price,discount,line_total
ITEM0000107,ORD000033,PROD00120,3,26931.0,10,72713.7
ITEM0000108,ORD000033,PROD00155,2,33285.0,10,59913.0
ITEM0000109,ORD000034,PROD00360,4,38655.0,0,154620.0
ITEM0000110,ORD000034,PROD00151,1,83183.0,10,74864.7
ITEM0000111,ORD000034,PROD00237,2,27144.0,15,46144.8
ITEM0000112,ORD000034,PROD00252,3,28100.0,0,84300.0
ITEM0000113,ORD000035,PROD00290,2,53049.0,15,90183.3
ITEM0000114,ORD000035,PROD00175,4,81276.0,0,325104.0
ITEM0000115,ORD000036,PROD00408,2,5466.0,10,9838.8
ITEM0000116,ORD000036,PROD00434,3,879.0,0,2637.0
ITEM0000117,ORD000037,PROD00096,3,61177.0,0,183531.0
ITEM0000118,ORD000037,PROD00364,4,55271.0,10,198975.6
ITEM0000119,ORD000038,PROD00283,4,32311.0,10,116319.6
ITEM0000120,ORD000038,PROD00248,2,39196.0,10,70552.8
ITEM0000121,ORD000038,PROD00060,1,22033.0,0,22033.0
ITEM0000122,ORD000038,PROD00064,3,71352.0,10,192650.4
ITEM0000123,ORD000039,PROD00270,4,57933.0,10,208558.8
ITEM0000124,ORD000039,PROD00259,3,54383.0,10,146834.1
ITEM0000125,ORD000040,PROD00407,4,1470.0,5,5586.0
ITEM0000126,ORD000040,PROD00111,3,55354.0,5,157758.9
ITEM0000127,ORD000040,PROD00269,1,60008.0,0,60008.0
ITEM0000128,ORD000040,PROD00294,2,53116.0,10,95608.8
ITEM0000129,ORD000041,PROD00276,3,84149.0,0,252447.0
ITEM0000130,ORD000041,PROD00141,1,9492.0,5,9017.4
ITEM0000131,ORD000041,PROD00045,4,32021.0,15,108871.4
ITEM0000132,ORD000042,PROD00070,2,61470.0,5,116793.0
ITEM0000133,ORD000042,PROD00290,1,53049.0,0,53049.0
ITEM0000134,ORD000043,PROD00120,1,26931.0,0,26931.0
ITEM0000135,ORD000043,PROD00152,2,56948.0,0,113896.0
ITEM0000136,ORD000043,PROD00359,3,35862.0,0,107586.0
ITEM0000137,ORD000043,PROD00220,4,80193.0,0,320772.0
ITEM0000138,ORD000044,PROD00366,2,64402.0,0,128804.0
ITEM0000139,ORD000044,PROD00134,1,36760.0,5,34922.0
ITEM0000140,ORD000044,PROD00263,1,69889.0,0,69889.0
ITEM0000141,ORD000044,PROD00425,1,23465.0,10,21118.5
ITEM0000142,ORD000045,PROD00073,1,15947.0,0,15947.0
ITEM0000143,ORD000045,PROD00305,2,79580.0,5,151202.0
ITEM0000144,ORD000045,PROD00372,4,64031.0,10,230511.6
ITEM0000145,ORD000045,PROD00362,1,69715.0,5,66229.25
ITEM0000146,ORD000046,PROD00061,4,57333.0,10,206398.8
ITEM0000147,ORD000046,PROD00146,3,26356.0,0,79068.0
ITEM0000148,ORD000046,PROD00359,1,35862.0,5,34068.9
ITEM0000149,ORD000046,PROD00129,4,55269.0,5,210022.2
ITEM0000150,ORD000047,PROD00020,3,51797.0,10,139851.9
ITEM0000151,ORD000047,PROD00383,3,79278.0,0,237834.0
ITEM0000152,ORD000047,PROD00311,2,61598.0,20,98556.8
ITEM0000153,ORD000047,PROD00131,4,54565.0,15,185521.0
ITEM0000154,ORD000048,PROD00433,2,492.0,0,984.0
ITEM0000155,ORD000049,PROD00232,3,88951.0,0,266853.0
ITEM0000156,ORD000049,PROD00142,4,78569.0,0,314276.0
ITEM0000157,ORD000049,PROD00046,4,43347.0,0,173388.0
ITEM0000158,ORD000049,PROD00324,1,64070.0,15,54459.5
ITEM0000159,ORD000049,PROD00104,4,6117.0,0,24468.0
ITEM0000160,ORD000050,PROD00023,3,7695.0,0,23085.0
ITEM0000161,ORD000050,PROD00417,3,2667.0,10,7200.9
ITEM0000162,ORD000050,PROD00122,1,57296.0,5,54431.2
ITEM0000163,ORD000050,PROD00315,2,63644.0,0,127288.0
ITEM0000164,ORD000050,PROD00057,4,20131.0,0,80524.0
ITEM0000165,ORD000051,PROD00399,3,2010.0,5,5728.5
ITEM0000166,ORD000051,PROD00094,1,54296.0,0,54296.0
ITEM0000167,ORD000051,PROD00425,1,23465.0,5,22291.75
ITEM0000168,ORD000052,PROD00280,2,46020.0,0,92040.0
ITEM0000169,ORD000052,PROD00359,1,35862.0,0,35862.0
ITEM0000170,ORD000052,PROD00204,2,16168.0,5,30719.2
ITEM0000171,ORD000052,PROD00047,4,37093.0,15,126116.2
ITEM0000172,ORD000053,PROD00357,4,25834.0,10,93002.4
ITEM0000173,ORD000053,PROD00310,2,44906.0,15,76340.2
ITEM0000174,ORD000053,PROD00057,4,20131.0,0,80524.0
ITEM0000175,ORD000054,PROD00323,3,33266.0,0,99798.0
ITEM0000176,ORD000054,PROD00179,1,34914.0,0,34914.0
ITEM0000177,ORD000054,PROD00420,1,1782.0,0,1782.0
ITEM0000178,ORD000055,PROD00128,4,32982.0,0,131928.0
ITEM0000179,ORD000055,PROD00089,2,74063.0,20,118500.8
ITEM0000180,ORD000055,PROD00149,3,17713.0,10,47825.1
ITEM0000181,ORD000056,PROD00152,4,56948.0,20,182233.6
ITEM0000182,ORD000057,PROD00280,3,46020.0,20,110448.0
ITEM0000183,ORD000057,PROD00299,2,65654.0,10,118177.2
ITEM0000184,ORD000058,PROD00017,3,38421.0,5,109499.85
ITEM0000185,ORD000059,PROD00348,4,82728.0,0,330912.0
ITEM0000186,ORD000059,PROD00163,2,36760.0,0,73520.0
ITEM0000187,ORD000060,PROD00125,4,60082.0,15,204278.8
ITEM0000188,ORD000061,PROD00436,3,709.0,0,2127.0
ITEM0000189,ORD000061,PROD00241,2,2053.0,0,4106.0
ITEM0000190,ORD000061,PROD00388,4,2976.0,10,10713.6
ITEM0000191,ORD000062,PROD00142,3,78569.0,5,223921.65
ITEM0000192,ORD000062,PROD00028,3,77674.0,0,233022.0
ITEM0000193,ORD000062,PROD00281,2,72798.0,0,145596.0
ITEM0000194,ORD000063,PROD00109,2,19342.0,0,38684.0
ITEM0000195,ORD000063,PROD00338,3,58148.0,10,156999.6
ITEM0000196,ORD000063,PROD00175,4,81276.0,5,308848.8
ITEM0000197,ORD000064,PROD00385,3,1323.0,5,3770.55
ITEM0000198,ORD000064,PROD00237,4,27144.0,15,92289.6
ITEM0000199,ORD000064,PROD00288,1,56496.0,0,56496.0
ITEM0000200,ORD000064,PROD00160,3,62068.0,0,186204.0
ITEM0000201,ORD000064,PROD00099,4,4757.0,0,19028.0
ITEM0000202,ORD000065,PROD00273,2,35972.0,5,68346.8
ITEM0000203,ORD000065,PROD00256,2,61692.0,10,111045.6
ITEM0000204,ORD000065,PROD00216,3,45404.0,0,136212.0
ITEM0000205,ORD000065,PROD00214,1,86080.0,5,81776.0
ITEM0000206,ORD000066,PROD00300,3,52968.0,0,158904.0
ITEM0000207,ORD000066,PROD00304,3,5534.0,0,16602.0
ITEM0000208,ORD000066,PROD00285,3,10418.0,5,29691.3
ITEM0000209,ORD000066,PROD00117,4,9944.0,0,39776.0
ITEM0000210,ORD000066,PROD00362,2,69715.0,5,132458.5
ITEM0000211,ORD000067,PROD00279,4,32735.0,0,130940.0
ITEM0000212,ORD000067,PROD00248,1,39196.0,10,35276.4
ITEM0000213,ORD000067,PROD00338,3,58148.0,5,165721.8
ITEM0000214,ORD000067,PROD00247,4,24241.0,20,77571.2
ITEM0000215,ORD000067,PROD00026,4,74357.0,15,252813.8
ITEM0000216,ORD000068,PROD00179,4,34914.0,5,132673.2
ITEM0000217,ORD000068,PROD00134,1,36760.0,0,36760.0
ITEM0000218,ORD000069,PROD00106,2,33195.0,20,53112.0
ITEM0000219,ORD000069,PROD00165,3,34018.0,0,102054.0
ITEM0000220,ORD000070,PROD00106,4,33195.0,5,126141.0
ITEM0000221,ORD000070,PROD00279,3,32735.0,10,88384.5
ITEM0000222,ORD000071,PROD00038,3,86939.0,0,260817.0
ITEM0000223,ORD000071,PROD00193,3,49795.0,5,141915.75
ITEM0000224,ORD000071,PROD00332,3,53990.0,5,153871.5
ITEM0000225,ORD000071,PROD00416,4,5624.0,0,22496.0
ITEM0000226,ORD000072,PROD00407,4,1470.0,10,5292.0
ITEM0000227,ORD000072,PROD00263,3,69889.0,10,188700.3
ITEM0000228,ORD000072,PROD00170,4,88951.0,0,355804.0
ITEM0000229,ORD000072,PROD00198,2,33029.0,0,66058.0
ITEM0000230,ORD000073,PROD00089,3,74063.0,10,199970.1
ITEM0000231,ORD000074,PROD00225,1,35386.0,0,35386.0
ITEM0000232,ORD000074,PROD00183,4,19146.0,20,61267.2
ITEM0000233,ORD000075,PROD00210,2,88511.0,5,168170.9
ITEM0000234,ORD000075,PROD00345,2,22052.0,0,44104.0
ITEM0000235,ORD000075,PROD00064,1,71352.0,5,67784.4
ITEM0000236,ORD000075,PROD00224,4,77574.0,15,263751.6
ITEM0000237,ORD000076,PROD00416,2,5624.0,0,11248.0
ITEM0000238,ORD000076,PROD00240,4,55225.0,10,198810.0
ITEM0000239,ORD000076,PROD00262,3,30683.0,0,92049.0
ITEM0000240,ORD000077,PROD00020,4,51797.0,5,196828.6
ITEM0000241,ORD000077,PROD00331,2,42888.0,15,72909.6
ITEM0000242,ORD000077,PROD00045,2,32021.0,5,60839.9
ITEM0000243,ORD000077,PROD00104,2,6117.0,0,12234.0
ITEM0000244,ORD000077,PROD00443,2,2622.0,0,5244.0
ITEM0000245,ORD000078,PROD00420,1,1782.0,15,1514.7
ITEM0000246,ORD000078,PROD00216,2,45404.0,5,86267.6
ITEM0000247,ORD000078,PROD00322,4,83439.0,0,333756.0
ITEM0000248,ORD000079,PROD00214,4,86080.0,20,275456.0
ITEM0000249,ORD000079,PROD00218,2,25405.0,20,40648.0
ITEM0000250,ORD000079,PROD00187,1,16663.0,10,14996.7
ITEM0000251,ORD000079,PROD00297,3,65993.0,15,168282.15
ITEM0000252,ORD000079,PROD00060,2,22033.0,0,44066.0
ITEM0000253,ORD000080,PROD00405,1,5110.0,10,4599.0
ITEM0000254,ORD000081,PROD00303,4,18728.0,15,63675.2
ITEM0000255,ORD000081,PROD00376,1,37509.0,10,33758.1
ITEM0000256,ORD000081,PROD00391,3,872.0,15,2223.6
ITEM0000257,ORD000081,PROD00336,1,76177.0,10,68559.3
ITEM0000258,ORD000082,PROD00089,1,74063.0,0,74063.0
ITEM0000259,ORD000082,PROD00080,1,66042.0,0,66042.0
ITEM0000260,ORD000082,PROD00345,4,22052.0,10,79387.2
ITEM0000261,ORD000082,PROD00066,1,17014.0,0,17014.0
ITEM0000262,ORD000082,PROD00086,4,11071.0,0,44284.0
ITEM0000263,ORD000083,PROD00182,1,2464.0,0,2464.0
ITEM0000264,ORD000084,PROD00393,1,6213.0,10,5591.7
ITEM0000265,ORD000084,PROD00435,3,1382.0,0,4146.0
ITEM0000266,ORD000084,PROD00073,3,15947.0,0,47841.0
ITEM0000267,ORD000085,PROD00076,4,22032.0,0,88128.0
ITEM0000268,ORD000085,PROD00250,1,14240.0,0,14240.0
ITEM0000269,ORD000086,PROD00394,4,5725.0,15,19465.0
ITEM0000270,ORD000087,PROD00260,2,21342.0,10,38415.6
ITEM0000271,ORD000087,PROD00151,3,83183.0,0,249549.0
ITEM0000272,ORD000087,PROD00002,4,5278.0,0,21112.0
ITEM0000273,ORD000087,PROD00021,4,49052.0,10,176587.2
ITEM0000274,ORD000088,PROD00141,3,9492.0,5,27052.2
ITEM0000275,ORD000088,PROD00164,2,47745.0,0,95490.0
ITEM0000276,ORD000088,PROD00284,3,22028.0,0,66084.0
ITEM0000277,ORD000088,PROD00114,3,48438.0,5,138048.3
ITEM0000278,ORD000088,PROD00288,3,56496.0,0,169488.0
ITEM0000279,ORD000089,PROD00384,3,80222.0,5,228632.7
ITEM0000280,ORD000089,PROD00009,4,32495.0,10,116982.0
ITEM0000281,ORD000090,PROD00044,2,44504.0,0,89008.0
ITEM0000282,ORD000090,PROD00049,3,29869.0,15,76165.95
ITEM0000283,ORD000091,PROD00351,2,44245.0,0,88490.0
ITEM0000284,ORD000091,PROD00057,2,20131.0,5,38248.9
ITEM0000285,ORD000091,PROD00271,2,60446.0,5,114847.4
ITEM0000286,ORD000092,PROD00143,3,67909.0,10,183354.3
ITEM0000287,ORD000092,PROD00378,4,17814.0,5,67693.2
ITEM0000288,ORD000092,PROD00033,2,51823.0,20,82916.8
ITEM0000289,ORD000093,PROD00059,3,8175.0,5,23298.75
ITEM0000290,ORD000093,PROD00424,4,2396.0,15,8146.4
ITEM0000291,ORD000094,PROD00327,2,,15,85596.7
ITEM0000292,ORD000094,PROD00092,4,29760.0,0,119040.0
ITEM0000293,ORD000094,PROD00252,4,28100.0,0,112400.0
ITEM0000294,ORD000094,PROD00308,1,25819.0,0,25819.0
ITEM0000295,ORD000095,PROD00065,2,74512.0,0,149024.0
ITEM0000296,ORD000095,PROD00202,3,89806.0,5,255947.1
ITEM0000297,ORD000095,PROD00120,1,26931.0,5,25584.45
ITEM0000298,ORD000096,PROD00039,4,81840.0,5,310992.0
ITEM0000299,ORD000096,PROD00028,1,77674.0,10,69906.6
ITEM0000300,ORD000096,PROD00192,2,7482.0,10,13467.6
ITEM0000301,ORD000097,PROD00197,1,83351.0,0,83351.0
ITEM0000302,ORD000097,PROD00364,1,55271.0,20,44216.8
ITEM0000303,ORD000097,PROD00259,1,54383.0,0,54383.0
ITEM0000304,ORD000098,PROD00194,1,48898.0,20,39118.4
ITEM0000305,ORD000098,PROD00081,1,16662.0,0,16662.0
ITEM0000306,ORD000098,PROD00144,2,22635.0,0,45270.0
ITEM0000307,ORD000098,PROD00006,2,79397.0,10,142914.6
ITEM0000308,ORD000098,PROD00345,2,22052.0,0,44104.0
ITEM0000309,ORD000099,PROD00387,2,3456.0,0,6912.0
ITEM0000310,ORD000099,PROD00127,3,3934.0,5,11211.9
ITEM0000311,ORD000099,PROD00183,1,19146.0,10,17231.4
ITEM0000312,ORD000099,PROD00406,1,1197.0,15,1017.45
ITEM0000313,ORD000100,PROD00226,3,59154.0,0,177462.0
ITEM0000314,ORD000100,PROD00025,2,51615.0,0,103230.0
ITEM0000315,ORD000101,PROD00424,4,2396.0,5,9104.8
ITEM0000316,ORD000101,PROD00009,1,32495.0,0,32495.0
ITEM0000317,ORD000101,PROD00263,1,69889.0,0,69889.0
ITEM0000318,ORD000101,PROD00023,1,7695.0,0,7695.0
ITEM0000319,ORD000101,PROD00270,4,57933.0,0,231732.0
ITEM0000320,ORD000102,PROD00176,2,46942.0,5,89189.8
ITEM0000321,ORD000102,PROD00277,3,37992.0,5,108277.2
ITEM0000322,ORD000102,PROD00433,4,492.0,15,1672.8
ITEM0000323,ORD000102,PROD00101,1,2942.0,10,2647.8
ITEM0000324,ORD000102,PROD00011,4,75563.0,10,272026.8
ITEM0000325,ORD000103,PROD00037,4,89841.0,20,287491.2
ITEM0000326,ORD000103,PROD00269,3,60008.0,10,162021.6
ITEM0000327,ORD000104,PROD00191,3,58333.0,5,166249.05
ITEM0000328,ORD000104,PROD00335,2,80697.0,0,161394.0
ITEM0000329,ORD000104,PROD00148,4,32828.0,5,124746.4
ITEM0000330,ORD000104,PROD00397,3,4345.0,0,13035.0
ITEM0000331,ORD000104,PROD00087,2,18483.0,0,36966.0
ITEM0000332,ORD000105,PROD00332,3,53990.0,5,153871.5
ITEM0000333,ORD000105,PROD00106,1,33195.0,20,26556.0
ITEM0000334,ORD000105,PROD00155,2,33285.0,5,63241.5
ITEM0000335,ORD000105,PROD00057,3,20131.0,15,51334.05
ITEM0000336,ORD000105,PROD00175,4,81276.0,5,308848.8
ITEM0000337,ORD000106,PROD00225,1,35386.0,10,31847.4
ITEM0000338,ORD000106,PROD00273,3,35972.0,0,107916.0
ITEM0000339,ORD000107,PROD00391,3,872.0,5,2485.2
ITEM0000340,ORD000107,PROD00054,2,36438.0,0,72876.0
ITEM0000341,ORD000107,PROD00415,1,6748.0,10,6073.2
ITEM0000342,ORD000107,PROD00225,2,35386.0,0,70772.0
ITEM0000343,ORD000108,PROD00310,3,44906.0,10,121246.2
ITEM0000344,ORD000108,PROD00311,4,61598.0,0,246392.0
ITEM0000345,ORD000108,PROD00436,3,709.0,15,1807.95
ITEM0000346,ORD000109,PROD00113,2,88374.0,0,176748.0
ITEM0000347,ORD000109,PROD00434,2,879.0,10,1582.2
ITEM0000348,ORD000110,PROD00185,2,74309.0,5,141187.1
ITEM0000349,ORD000110,PROD00353,2,61087.0,0,122174.0
ITEM0000350,ORD000111,PROD00348,4,82728.0,10,297820.8
ITEM0000351,ORD000111,PROD00384,4,80222.0,10,288799.2
ITEM0000352,ORD000111,PROD00418,3,1786.0,0,5358.0
ITEM0000353,ORD000111,PROD00332,3,53990.0,5,153871.5
ITEM0000354,ORD000111,PROD00361,3,74848.0,0,224544.0
ITEM0000355,ORD000112,PROD00028,3,77674.0,10,209719.8
ITEM0000356,ORD000112,PROD00361,3,74848.0,0,224544.0
ITEM0000357,ORD000112,PROD00040,4,72010.0,5,273638.0
ITEM0000358,ORD000113,PROD00400,1,2568.0,10,2311.2
ITEM0000359,ORD000113,PROD00439,4,2361.0,0,9444.0
ITEM0000360,ORD000113,PROD00406,4,1197.0,0,4788.0
ITEM0000361,ORD000113,PROD00228,2,89900.0,20,143840.0
ITEM0000362,ORD000114,PROD00174,1,37697.0,10,33927.3
ITEM0000363,ORD000114,PROD00050,2,53856.0,0,107712.0
ITEM0000364,ORD000114,PROD00223,3,17157.0,0,51471.0
ITEM0000365,ORD000115,PROD00199,1,25206.0,0,25206.0
ITEM0000366,ORD000115,PROD00261,4,15970.0,0,63880.0
ITEM0000367,ORD000115,PROD00005,2,73482.0,10,132267.6
ITEM0000368,ORD000116,PROD00256,4,61692.0,15,209752.8
ITEM0000369,ORD000116,PROD00290,1,53049.0,0,53049.0
ITEM0000370,ORD000116,PROD00045,2,32021.0,0,64042.0
ITEM0000371,ORD000116,PROD00291,4,77456.0,15,263350.4
ITEM0000372,ORD000116,PROD00264,4,8582.0,20,27462.4
ITEM0000373,ORD000117,PROD00441,4,2599.0,10,9356.4
ITEM0000374,ORD000118,PROD00241,2,2053.0,0,4106.0
ITEM0000375,ORD000118,PROD00054,4,36438.0,0,145752.0
ITEM0000376,ORD000118,PROD00150,1,77880.0,5,73986.0
ITEM0000377,ORD000118,PROD00071,3,36522.0,5,104087.7
ITEM0000378,ORD000119,PROD00089,3,74063.0,0,222189.0
ITEM0000379,ORD000119,PROD00336,2,76177.0,15,129500.9
ITEM0000380,ORD000119,PROD00134,1,36760.0,0,36760.0
ITEM0000381,ORD000119,PROD00389,4,6300.0,10,22680.0
ITEM0000382,ORD000120,PROD00095,3,59422.0,5,169352.7
ITEM0000383,ORD000120,PROD00282,1,20136.0,0,20136.0
ITEM0000384,ORD000121,PROD00233,3,41363.0,5,117884.55
ITEM0000385,ORD000121,PROD00326,3,62952.0,10,169970.4
ITEM0000386,ORD000121,PROD00319,2,87426.0,10,157366.8
ITEM0000387,ORD000122,PROD00351,3,44245.0,20,106188.0
ITEM0000388,ORD000123,PROD00208,4,42001.0,10,151203.6
ITEM0000389,ORD000123,PROD00097,2,34493.0,0,68986.0
ITEM0000390,ORD000123,PROD00278,4,12155.0,0,48620.0
ITEM0000391,ORD000124,PROD00282,3,20136.0,0,60408.0
ITEM0000392,ORD000124,PROD00271,3,60446.0,0,181338.0
ITEM0000393,ORD000124,PROD00035,1,23319.0,0,23319.0
ITEM0000394,ORD000125,PROD00157,4,86607.0,0,346428.0
ITEM0000395,ORD000125,PROD00268,4,75259.0,10,270932.4
ITEM0000396,ORD000125,PROD00084,1,76364.0,15,64909.4
ITEM0000397,ORD000125,PROD00112,3,14363.0,0,43089.0
ITEM0000398,ORD000126,PROD00138,1,40890.0,20,32712.0
ITEM0000399,ORD000126,PROD00173,3,74512.0,10,201182.4
ITEM0000400,ORD000126,PROD00072,4,25416.0,0,101664.0
ITEM0000401,ORD000126,PROD00369,3,31045.0,5,88478.25
ITEM0000402,ORD000127,PROD00141,1,9492.0,20,7593.6
ITEM0000403,ORD000128,PROD00172,2,17129.0,10,30832.2
ITEM0000404,ORD000129,PROD00264,4,8582.0,5,32611.6
ITEM0000405,ORD000130,PROD00207,1,62332.0,10,56098.8
ITEM0000406,ORD000130,PROD00204,4,16168.0,10,58204.8
ITEM0000407,ORD000131,PROD00292,4,64518.0,15,219361.2
ITEM0000408,ORD000131,PROD00186,2,75519.0,10,135934.2
ITEM0000409,ORD000131,PROD00307,1,19786.0,0,19786.0
ITEM0000410,ORD000131,PROD00376,3,37509.0,5,106900.65
